VideoID,GaitType,RightHipAngle,LeftHipAngle,RightKneeAngle,LeftKneeAngle,BodyLeanAngle,HeadTiltAngle,strideLength,strideTime,stepLength,stepTime,Cadence,GaitSpeed
0,Antalgic_Gait,166.44903804229392,171.92883034240563,149.91128785043844,177.2968014856615,83.77958561358784,49.628432575631344,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,166.64724519506103,171.89197899846513,154.49662529396693,177.2758053353754,83.67629648914811,49.78646475935004,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,167.07133258131125,172.50137023631962,158.32232299481046,177.80330632323012,83.7835471216661,49.45315242769243,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,167.92417165310317,173.1217834682723,162.5974181273266,177.90470490604218,84.05401600506629,49.16222884271691,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,169.29454247026334,173.21635622429162,167.7972868315438,177.41926469950303,84.41523920478764,49.20161141876605,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,170.76079455524228,172.9429200212893,172.63127772309105,177.1003887052851,84.76097635242566,49.344311046354896,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,171.95714172048946,172.70822323475684,175.49299194471072,177.42516032709676,84.96023769428028,49.412530036205965,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,172.9742699366106,172.64530082593726,176.28317152086467,178.14880887430883,85.01263916354121,49.587026165122055,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,174.03069267114498,172.86759398788277,176.27892358988143,178.5376238082249,85.11836680110645,50.013275014223034,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,175.23387805216893,173.4312905342708,176.6930340750349,178.78380710389982,85.4747154488723,50.56978931468509,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,176.19209487001098,173.89170197845013,177.5592071384336,179.40625856354927,86.04173929345701,51.11811794961004,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,176.13135324460566,173.9283105871627,177.94823575255094,178.98141268440787,86.58797872261928,51.578886268449956,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,175.36550669049174,173.80652184736596,177.8284926990754,177.46792567509027,86.94462541278155,51.85078424465883,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
0,Antalgic_Gait,174.82840489488424,173.6226250019207,177.97613211592244,175.98263457084693,87.14149385932143,52.04225202432635,0.0,0.0,235.01938427854117,0.8,112.5,299.77746012875826
